Gender,Age,Dependents,Employment_Status,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Outstanding_Debt,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_History,Bank_Account_History,Transaction_Frequency,Co-Applicant,Default_Risk,Loan_Approval_Status
Female,46,3,Unemployed,116335,3578,813,1,29658,33781,63,Personal,12.29,0,6,24,Yes,0.07,1
Male,46,3,Employed,56361,3063,427,0,27798,18479,47,Vehicle,9.16,0,5,7,Yes,0.63,0
Male,39,3,Employed,83631,1586,762,1,6704,23863,167,Home,5.62,0,7,15,No,0.92,1
Female,30,3,Self-Employed,103865,4247,802,0,22443,29032,34,Home,4.83,0,8,19,Yes,0.34,0
Male,43,1,Self-Employed,142208,1426,843,2,25803,36466,80,Personal,9.42,0,9,19,Yes,0.07,1
Female,67,0,Employed,56879,3376,326,2,4085,8503,224,Home,11.67,0,0,6,No,0.57,0
Male,48,3,Employed,149298,954,705,2,29510,23061,140,Vehicle,10.06,0,0,11,No,0.59,1
Female,42,2,Unemployed,54157,1044,433,0,27608,8141,204,Home,6.13,0,4,18,No,0.38,0
Female,27,3,Unemployed,69393,3560,560,0,22732,27343,25,Education,11.2,0,2,15,No,0.11,0
Male,53,1,Employed,52589,2033,383,2,25477,19726,228,Vehicle,8.65,0,0,7,No,0.51,0
Female,40,3,Employed,145929,4752,737,0,22610,38215,164,Personal,6.71,0,0,28,No,0.13,1
Female,43,1,Self-Employed,114087,4016,732,0,19777,24356,137,Vehicle,5.73,0,1,21,No,0.98,1
Female,35,0,Self-Employed,71806,969,785,1,4202,21206,155,Education,13.9,1,6,11,Yes,0.23,1
Female,34,2,Employed,92360,1203,777,0,5023,26037,94,Education,9.14,0,3,20,Yes,0.34,1
Female,40,0,Employed,89172,3938,719,1,290,20555,132,Personal,7.28,0,7,29,Yes,0.91,1
Male,32,2,Unemployed,21961,4337,322,1,21472,5844,223,Personal,8.26,0,0,6,Yes,0.57,0
Male,41,2,Self-Employed,110687,3969,826,0,28362,20490,147,Personal,9.21,0,9,21,No,0.6,1
Male,26,1,Unemployed,73068,1846,821,2,3872,21425,217,Home,13.64,0,8,7,No,0.76,0
Male,38,2,Employed,77495,954,831,0,27793,21221,235,Home,9.06,1,7,27,Yes,0.89,1
Female,32,2,Self-Employed,126301,3638,732,2,27807,20547,48,Home,5.39,1,0,9,Yes,0.23,0
Male,46,2,Self-Employed,91691,543,718,0,19435,26721,162,Home,4.9,0,5,8,Yes,0.93,1
Male,46,2,Employed,121631,520,831,2,6297,27842,160,Home,14.62,0,6,23,No,0.97,1
Male,32,3,Self-Employed,43111,3635,381,1,21509,10989,46,Vehicle,9.05,0,4,21,Yes,0.47,0
Male,25,1,Self-Employed,124733,2478,733,2,28203,37284,35,Home,12.37,0,3,21,No,0.4,1
Female,23,3,Self-Employed,60217,3007,329,2,17688,22291,187,Home,9.85,0,4,10,No,0.36,1
Female,69,0,Employed,31700,814,458,2,29687,5502,109,Education,3.59,0,9,15,No,0.66,1
Male,43,1,Employed,84441,1024,740,2,23848,22782,210,Home,13.68,0,2,15,Yes,0.56,1
Male,60,2,Employed,53883,3211,546,2,1460,14639,152,Home,10.05,0,5,25,No,0.3,0
Female,30,1,Unemployed,68894,1231,772,1,15179,20092,35,Home,10.63,0,9,25,No,0.98,1
Male,68,2,Employed,34971,2256,577,2,12213,11842,135,Home,8.36,0,6,23,Yes,0.37,0
Male,28,1,Self-Employed,77808,2343,764,0,3301,22760,15,Education,9.08,0,4,27,Yes,0.26,1
Male,27,0,Unemployed,49245,3236,514,2,16336,10948,80,Home,5.99,0,1,22,No,0.5,0
Male,60,1,Employed,32315,3856,376,1,26622,10494,215,Personal,4.56,0,1,23,Yes,0.44,0
Male,57,3,Employed,28808,2311,474,1,19264,5211,31,Home,13.06,0,9,23,Yes,0.23,0
Male,26,1,Employed,40756,3577,445,1,11903,11933,60,Home,7.32,0,3,14,No,0.27,0
Female,25,3,Unemployed,145167,2738,711,1,18463,34215,70,Personal,9.44,0,9,21,No,0.43,1
Female,43,0,Unemployed,93922,2234,761,0,3463,24255,39,Education,12.36,1,6,20,Yes,0.2,0
Female,48,2,Unemployed,65019,1190,812,0,16173,20000,100,Education,4.09,1,9,22,No,0.75,1
Male,41,0,Employed,64959,1393,780,2,8598,20000,63,Home,9.95,0,1,22,Yes,0.59,0
Female,33,0,Employed,126171,4308,785,2,10966,27825,194,Home,11.44,1,1,16,Yes,0.02,0
Male,41,0,Employed,63292,2935,785,1,23983,20000,159,Home,4.98,0,8,18,Yes,0.66,1
Female,29,0,Self-Employed,23986,2016,545,1,26569,9477,216,Home,8.64,0,1,5,Yes,0.49,0
Female,38,1,Employed,125892,609,840,1,13449,27173,143,Vehicle,6.98,0,8,11,Yes,0.35,1
Female,58,2,Unemployed,51320,3133,576,1,27957,13283,64,Home,10.53,0,1,9,Yes,0.72,0
Female,31,3,Employed,68697,1425,838,1,16417,20380,152,Personal,7.57,0,2,15,Yes,0.96,1
Female,33,2,Employed,52219,1781,324,0,4127,13568,101,Education,10.3,0,5,5,No,0.53,0
Male,31,2,Unemployed,52170,2509,380,1,11037,6915,149,Home,4.29,1,1,6,Yes,0.85,0
Female,30,0,Self-Employed,95724,3965,765,2,21866,20963,106,Personal,10.58,0,5,20,No,0.78,1
Male,39,1,Self-Employed,81532,4759,844,0,24338,22256,69,Vehicle,5.91,0,3,17,No,0.46,0
Male,47,3,Employed,62634,1801,338,1,11555,24629,191,Home,9.78,1,8,8,No,0.1,0
Female,37,0,Unemployed,91389,4387,844,2,12078,21132,232,Home,14.9,1,8,25,Yes,0.56,1
Male,44,0,Self-Employed,90640,4887,796,2,3795,25533,49,Vehicle,6.35,0,1,20,Yes,0.27,1
Male,29,3,Unemployed,62031,1510,798,0,14066,20000,183,Education,8.43,0,3,29,Yes,0.76,1
Female,39,1,Self-Employed,124257,4665,779,2,13196,21922,221,Personal,6.93,1,0,6,No,0.91,1
Male,42,0,Unemployed,94392,3442,849,0,18113,24533,28,Vehicle,8.53,0,8,15,No,0.9,1
Female,37,1,Unemployed,137003,906,831,2,5011,38655,101,Vehicle,7.2,0,6,21,Yes,0.96,1
Female,35,1,Self-Employed,107249,4717,803,2,16292,20970,181,Home,13.28,0,9,28,Yes,0.73,1
Female,35,2,Self-Employed,63687,1997,715,0,27526,20000,106,Education,4.15,0,4,7,Yes,0.95,1
Female,61,0,Self-Employed,29097,4383,372,2,20070,5186,121,Home,5.8,0,7,11,No,0.52,0
Female,43,2,Employed,143495,2903,821,0,6927,21486,202,Education,9.27,0,3,14,Yes,0.33,1
Male,29,3,Self-Employed,59597,1153,596,2,11041,17179,121,Home,9.61,1,4,18,No,0.07,0
Female,47,1,Employed,92741,3169,735,2,26434,23460,204,Personal,13.08,0,0,22,Yes,0.69,0
Female,45,0,Self-Employed,143567,1628,803,2,2645,42282,133,Vehicle,10.24,0,5,16,Yes,0.37,1
Male,48,2,Employed,110082,1596,760,2,24912,22012,49,Home,11.31,1,4,5,No,0.77,1
Male,43,1,Self-Employed,124445,1326,759,2,17372,25711,166,Home,7.07,0,7,27,No,0.61,1
Male,43,1,Employed,118295,618,796,2,12269,21757,36,Personal,14.44,0,8,19,No,0.83,0
Female,25,3,Employed,123538,749,793,2,16717,22370,120,Personal,10.6,0,6,25,Yes,0.06,1
Female,38,2,Self-Employed,81807,3588,826,2,4005,21199,128,Education,11.14,0,7,19,Yes,0.3,1
Female,41,2,Unemployed,135017,826,742,2,24566,26062,147,Home,6.76,0,5,16,No,0.09,1
Male,26,1,Employed,125233,3493,736,0,4208,33430,214,Education,5.89,1,4,29,Yes,0,1
Female,31,2,Self-Employed,86037,3258,743,0,15763,25546,170,Home,11.72,0,8,24,Yes,0.54,0
Male,49,0,Unemployed,147929,591,787,2,12229,20177,122,Home,9.71,0,5,23,Yes,0.95,1
Male,55,2,Employed,40681,533,590,1,4791,6254,36,Home,8.88,1,7,28,Yes,0.04,0
Female,45,2,Employed,99900,1212,798,2,367,29400,181,Vehicle,13.25,0,3,18,Yes,0.51,0
Female,44,1,Employed,55247,2842,835,2,17305,20000,221,Personal,6.99,1,7,29,Yes,0.53,0
Male,69,0,Unemployed,35779,3917,520,0,3762,9170,196,Education,14.17,0,9,14,Yes,0.89,0
Female,47,3,Employed,86846,1230,706,2,4076,22361,202,Personal,13.31,0,4,25,Yes,0.19,1
Female,25,0,Self-Employed,106629,4659,834,2,16600,25813,60,Home,3.5,1,8,16,Yes,0.57,1
Male,23,0,Self-Employed,27806,2642,335,0,142,8784,73,Home,6.91,0,1,19,Yes,0.52,0
Male,39,2,Self-Employed,130822,2090,717,2,4142,26374,71,Vehicle,8.27,1,0,12,No,0.81,0
Female,41,1,Employed,139649,945,799,0,1853,30549,147,Personal,13.45,0,0,22,No,0.78,1
Female,28,3,Employed,57226,4176,740,2,20789,20000,85,Education,4.45,0,4,25,Yes,0.77,1
Male,46,1,Employed,144901,2876,770,2,557,28925,29,Home,10.82,0,3,28,Yes,0.87,1
Female,26,1,Employed,74428,2588,714,2,5134,20488,236,Vehicle,6.61,0,2,29,No,0.49,1
Male,40,2,Self-Employed,134652,4531,721,0,16441,29459,13,Home,10.64,0,4,22,No,0.23,1
Male,45,2,Self-Employed,75720,3150,831,0,17595,21472,83,Education,10.93,0,2,24,No,0.62,1
Female,37,1,Self-Employed,52664,1971,833,1,8328,20000,172,Vehicle,11.61,0,5,10,Yes,0.76,1
Female,28,1,Employed,30702,4360,439,1,22505,6489,63,Home,10.59,0,1,20,Yes,0.3,0
Male,60,0,Employed,52924,1592,536,0,16633,7949,223,Home,8.26,0,2,9,No,0.92,0
Female,40,3,Unemployed,145157,4034,732,0,3664,33090,124,Home,10.48,0,1,17,Yes,0.21,1
Male,34,3,Self-Employed,100716,4354,825,2,13899,22169,68,Education,11.66,1,8,20,No,0.31,1
Male,28,3,Unemployed,81400,3773,818,0,20556,20001,102,Education,6.78,0,0,11,No,0.81,1
Male,43,1,Employed,140647,1966,839,0,13754,31421,141,Personal,14.48,1,5,6,Yes,0.3,0
Female,46,0,Self-Employed,123551,859,742,0,1750,26562,113,Home,13.38,0,3,14,No,0.75,1
Male,31,2,Employed,96878,3906,708,0,2508,22583,130,Personal,8.1,0,0,22,No,0.81,1
Female,35,2,Self-Employed,54721,3550,563,0,16721,18438,230,Home,8.89,0,5,9,Yes,0.02,0
Male,36,3,Employed,107540,3190,771,2,29992,30158,147,Education,14.16,1,4,22,No,0.75,1
Male,46,3,Self-Employed,101358,1535,751,0,20287,23750,208,Vehicle,11.39,0,6,17,Yes,0.38,1
Male,34,3,Employed,108504,4608,709,0,24978,31636,107,Vehicle,14.73,1,8,27,No,0.5,1
Female,39,1,Self-Employed,62729,3213,739,2,10845,20000,213,Home,10.34,0,2,15,No,0.87,1
Female,61,2,Self-Employed,52263,4298,414,0,4725,12442,104,Personal,9.24,1,5,19,Yes,0.92,0
Female,50,0,Employed,56976,1080,319,2,816,5915,223,Education,3.81,0,4,5,No,0.57,0
Female,59,3,Employed,33995,663,325,2,13621,12083,215,Personal,6.38,0,0,7,Yes,0.75,0
Female,35,1,Self-Employed,113118,4685,779,1,25516,33053,57,Personal,8.16,1,0,6,No,0.62,1
Female,44,2,Employed,51800,2195,725,0,3947,20000,234,Personal,14.57,0,8,21,Yes,0.98,0
Female,46,3,Employed,108614,4398,775,0,11430,28864,220,Home,9.16,1,9,6,No,0.43,1
Female,43,2,Employed,124531,2705,724,2,20921,33529,75,Home,7.02,0,6,23,Yes,0.57,1
Female,39,0,Employed,73100,1238,794,0,25583,20635,201,Education,9.67,0,9,22,Yes,0.08,1
Female,20,1,Self-Employed,21687,1292,442,2,25848,8399,146,Personal,8.45,0,2,29,Yes,0.41,0
Female,40,1,Employed,146029,741,832,1,11000,28556,152,Home,6.95,1,7,24,No,0.83,1
Male,44,1,Self-Employed,115448,3523,801,1,28562,27164,103,Education,11.69,0,8,29,Yes,0.38,1
Male,45,3,Employed,87074,4741,805,2,2340,22037,147,Vehicle,7.01,1,7,23,No,0.12,1
Female,40,0,Unemployed,147659,1783,737,0,29728,25724,143,Home,14.7,0,2,21,No,0.83,0
Male,34,0,Self-Employed,133131,4791,827,2,5700,35689,100,Home,7.8,0,7,10,No,0.81,1
Female,32,3,Self-Employed,29745,769,524,2,13783,6801,70,Education,7.47,1,1,26,No,0.56,0
Male,57,0,Employed,54966,2104,514,0,13523,16854,239,Vehicle,11.44,0,8,22,No,0.16,1
Male,43,2,Unemployed,47727,2557,332,0,23588,17263,186,Vehicle,11.94,0,7,19,No,0.57,0
Female,26,0,Self-Employed,98744,861,813,0,20283,27695,115,Personal,8.97,1,0,13,Yes,0.47,1
Male,28,3,Self-Employed,144238,3784,785,1,10822,21505,46,Home,6.94,0,0,29,No,0.15,1
Male,38,2,Unemployed,89022,2688,790,2,19591,24353,120,Home,11.31,0,1,6,No,0.29,1
Female,42,3,Employed,127147,4801,784,0,9106,28892,76,Home,11.25,0,8,23,No,0.03,1
Male,20,3,Employed,46481,2045,436,0,6226,16856,161,Home,12.1,0,9,21,No,0.64,0
Female,27,0,Employed,91647,2013,773,2,26858,21513,220,Home,10.18,1,6,17,Yes,0.78,1
Female,47,3,Employed,92357,2954,840,0,12700,24092,57,Home,14.36,1,8,18,Yes,0.17,1
Male,29,0,Self-Employed,141987,1045,847,1,14656,21097,130,Home,7.59,0,0,22,No,0.64,1
Female,26,3,Employed,137184,2426,725,1,8516,37851,165,Vehicle,9.86,1,0,13,No,0.64,1
Female,55,2,Employed,36458,1407,435,2,10057,6727,15,Personal,8.74,0,6,24,Yes,0.89,0
Female,28,1,Unemployed,74636,3123,744,0,19869,21945,226,Vehicle,7.32,0,8,29,Yes,0.85,0
Male,26,2,Employed,87135,1593,794,2,18300,24905,16,Education,12.76,0,2,25,No,0.26,0
Male,43,0,Unemployed,148493,3364,795,2,7647,40546,76,Vehicle,12.72,0,1,10,No,0.29,1
Male,39,2,Self-Employed,92622,839,849,0,12872,26259,147,Home,9.06,0,1,28,Yes,0.86,1
Male,19,1,Self-Employed,52054,3819,449,0,29589,15906,64,Vehicle,7.78,0,7,29,Yes,0.55,0
Male,53,3,Unemployed,29306,978,538,2,23857,8616,117,Personal,6.3,0,7,6,Yes,0.57,0
Female,45,0,Employed,48611,1079,303,2,24978,13772,199,Personal,8.99,0,4,7,No,0.34,0
Female,31,3,Employed,66811,3729,332,0,11373,14733,116,Vehicle,13.05,1,2,27,No,0.7,0
Male,36,2,Self-Employed,102684,4302,736,0,4592,21193,46,Personal,8.97,0,0,25,Yes,0.72,1
Male,27,3,Employed,119575,2885,786,2,18667,28563,185,Home,8.08,0,1,5,No,0.65,1
Female,32,2,Unemployed,62322,2105,750,1,23601,20000,226,Home,11.93,0,6,16,Yes,0.22,1
Male,44,2,Self-Employed,140620,3908,717,2,8480,23748,146,Home,10.37,0,0,27,No,0.66,0
Female,59,1,Self-Employed,55023,2459,558,2,14076,13660,196,Home,7.66,0,3,27,No,0.64,0
Male,43,0,Self-Employed,53633,3290,742,2,12506,20000,159,Education,13.96,0,6,23,Yes,0.08,1
Male,32,2,Employed,45799,2077,505,0,13107,11034,206,Home,11.67,0,7,17,Yes,0.16,0
Female,38,2,Self-Employed,75470,3772,788,2,17154,22305,38,Education,13.41,0,5,17,No,0.6,1
Male,49,3,Employed,88347,3719,703,2,2455,24996,86,Vehicle,8.45,1,9,19,No,0.04,1
Female,49,3,Unemployed,73584,708,706,2,27749,21881,89,Vehicle,8.44,0,3,7,Yes,0.83,1
Female,36,1,Self-Employed,56384,4379,368,1,4780,8531,225,Education,13.92,0,2,10,No,0.24,0
Female,44,1,Self-Employed,78216,2042,838,1,15434,22650,121,Home,5.41,0,2,16,Yes,0.6,1
Female,47,3,Employed,134421,3987,728,0,21669,37447,35,Home,10.96,0,4,21,Yes,0.27,1
Female,43,0,Unemployed,149728,4917,736,1,6342,36285,27,Education,12.17,0,3,21,No,0.35,1
Female,49,1,Unemployed,136076,1573,809,0,27911,22392,84,Education,14.48,1,3,6,No,0.13,1
Male,47,1,Self-Employed,95337,2839,836,0,25099,24323,157,Vehicle,6.07,0,4,11,No,0.95,1
Female,31,3,Employed,36355,4970,431,1,13382,9621,85,Home,9.88,0,2,12,No,0.73,1
Female,46,0,Self-Employed,146103,3595,771,1,22142,28160,176,Home,8.93,1,9,25,No,0.14,1
Male,30,0,Employed,85552,3059,755,2,15316,22777,166,Home,11.97,0,6,11,Yes,0.32,1
Female,32,1,Self-Employed,138005,801,756,0,16773,35114,149,Home,3.84,0,8,8,Yes,0.09,1
Male,49,3,Employed,132139,4726,731,0,23561,25199,64,Education,10.85,0,5,18,No,0.64,1
Female,47,3,Self-Employed,59643,4521,539,2,5684,10496,121,Personal,11.86,0,9,25,Yes,0.59,1
Female,43,3,Self-Employed,80801,2004,819,0,23689,21417,40,Education,9.53,0,8,11,Yes,0.04,1
Female,27,1,Employed,66950,3619,769,0,27309,20015,84,Home,3.74,0,1,5,Yes,0.79,1
Female,48,3,Self-Employed,94834,2005,848,2,29057,23698,206,Personal,4.48,0,3,25,Yes,0.13,1
Male,52,0,Employed,20044,3223,591,1,6349,6016,58,Vehicle,9.59,0,0,5,No,0.24,1
Male,21,1,Employed,56926,4214,498,0,17704,11774,110,Vehicle,7.98,0,9,14,Yes,0.03,0
Male,47,0,Employed,143809,641,826,0,11780,42456,15,Education,6.76,1,9,6,Yes,0.31,1
Male,31,2,Self-Employed,131330,3505,700,1,27808,25241,145,Vehicle,4.09,0,4,26,Yes,0.73,1
Male,26,0,Self-Employed,88600,3972,822,1,17832,21948,193,Education,14.31,0,7,26,No,0.94,0
Male,62,0,Self-Employed,49459,1686,349,0,1163,16136,50,Education,10.64,1,8,9,No,0.58,0
Male,35,1,Employed,115910,634,833,0,1178,24902,139,Personal,9.26,0,6,27,No,0.65,0
Male,37,3,Self-Employed,141150,2793,724,2,20204,38278,163,Education,8.74,0,7,11,No,0.19,1
Male,26,0,Employed,63834,722,770,1,3476,20000,39,Home,6.62,0,9,24,Yes,0.45,1
Female,28,1,Self-Employed,149691,538,803,1,28791,44258,21,Home,10.38,0,8,29,No,0.07,1
Male,45,0,Employed,132807,3557,726,0,27994,28702,143,Home,8.77,0,1,10,Yes,0.13,1
Female,47,2,Employed,61777,758,480,0,342,21347,142,Home,3.69,0,6,11,Yes,0.15,0
Male,40,2,Self-Employed,92374,1093,766,2,20707,20594,21,Home,10.94,1,8,29,No,0.59,1
Female,46,2,Employed,146674,2687,828,1,26811,39344,163,Vehicle,14.62,0,0,10,No,0.38,1
Male,39,1,Employed,80634,2938,701,0,3001,20778,162,Education,14.07,0,3,17,Yes,0.02,1
Female,40,2,Employed,43874,2582,440,0,24751,14087,145,Vehicle,8.02,0,8,27,No,0.7,1
Male,39,0,Employed,77097,3307,748,2,850,21070,138,Home,10.19,0,1,25,Yes,0.68,1
Male,52,1,Self-Employed,20968,3674,474,0,21177,6313,37,Education,7.63,0,1,18,Yes,0.08,0
Male,37,1,Employed,120857,1396,795,1,29393,29979,132,Personal,4.35,0,7,19,Yes,0.96,1
Female,41,3,Employed,71246,1248,803,0,24742,20216,55,Personal,6.52,0,0,6,No,0.03,1
Male,42,2,Self-Employed,97751,2988,770,0,18553,25603,45,Vehicle,12.38,0,2,22,Yes,0.1,1
Female,40,0,Self-Employed,71960,4040,833,1,16271,20805,35,Home,10.63,0,0,24,Yes,0.46,1
Female,25,0,Unemployed,126381,668,801,1,6920,29617,200,Education,4.83,0,9,15,No,0.02,1
Female,31,2,Employed,60457,1893,596,1,29378,8832,18,Personal,9.86,0,6,6,No,0.75,0
Male,26,2,Employed,53472,2678,818,2,20226,20000,12,Personal,8.33,1,0,6,No,0.98,1
Female,30,2,Employed,117949,3125,733,0,8677,27318,224,Personal,6.64,0,6,21,No,0.23,1
Female,47,2,Employed,145461,2099,811,2,1423,22937,211,Vehicle,13.62,1,8,12,Yes,0.38,1
Female,61,2,Employed,58656,2369,392,1,9581,9114,148,Home,7.66,0,7,9,Yes,0.74,0
Female,25,3,Employed,41158,4429,403,1,23529,9834,226,Home,9.83,0,6,21,Yes,0.15,0
Female,48,1,Unemployed,108440,2283,824,1,29093,25028,188,Personal,11.4,1,9,12,Yes,0.9,1
Female,56,2,Unemployed,24861,2706,577,1,19328,7966,168,Education,8.03,1,5,14,No,0.65,0
Female,42,2,Unemployed,144526,1525,768,2,14069,35511,109,Vehicle,6.03,0,8,15,No,0.41,1
Female,35,1,Self-Employed,127165,4715,841,1,29966,31840,79,Home,4.5,0,1,20,Yes,0.64,1
Female,48,1,Unemployed,48751,4027,504,2,7917,13168,117,Personal,6.78,0,7,8,No,0.2,0
Male,38,2,Self-Employed,24820,1663,326,1,17982,8182,94,Personal,13.88,0,5,23,Yes,0.9,0
Female,44,1,Self-Employed,108027,3182,715,2,12006,23306,100,Personal,10.15,0,1,20,Yes,0.11,1
Female,26,2,Employed,90649,601,709,0,9089,25817,187,Home,6.66,0,3,9,No,0.89,0
Female,35,1,Employed,58163,1523,704,1,22923,20000,107,Home,4.06,0,6,25,Yes,0.02,0
Female,57,3,Self-Employed,27536,3019,306,2,16421,9260,23,Vehicle,9.27,1,0,5,No,0.29,1
Male,44,2,Self-Employed,114737,3400,729,0,13795,21960,227,Vehicle,6.58,0,7,20,No,0.04,1
Male,41,0,Unemployed,116116,2107,814,2,3695,30013,191,Personal,14.52,0,0,5,No,0.61,1
Male,46,1,Employed,96511,4926,809,1,12422,22602,113,Vehicle,4.82,0,6,7,Yes,0.39,1
Female,37,1,Employed,128794,1895,746,0,28886,26513,116,Home,4.69,0,7,26,Yes,0.89,0
Male,44,3,Unemployed,80096,2419,759,0,23240,23145,207,Personal,11.64,1,5,6,No,0.34,1
Male,61,0,Unemployed,22259,1866,488,2,10084,6814,164,Vehicle,7.97,0,4,7,Yes,0.6,0
Female,47,0,Unemployed,80327,1871,838,2,11867,20141,24,Education,10.43,0,0,18,No,0.99,1
Female,47,2,Unemployed,83793,4152,709,2,21202,23544,213,Vehicle,5.92,0,0,10,No,0.42,1
Female,35,0,Unemployed,96338,1121,802,0,17573,28833,118,Education,3.59,0,9,9,No,0.92,1
Female,47,2,Employed,40063,3801,396,2,2950,11857,13,Vehicle,7.14,0,5,18,No,0.87,0
Male,37,3,Self-Employed,64240,1131,705,0,6328,20000,218,Home,12.17,0,3,27,Yes,0.56,1
Female,33,1,Self-Employed,53878,4717,849,1,28296,20000,130,Home,6.15,1,7,7,Yes,0.35,1
Female,56,2,Employed,33098,1906,556,2,19749,6689,170,Home,7.78,0,7,23,No,0.14,0
Male,59,0,Employed,41257,3013,538,2,23450,16285,221,Home,4.47,1,6,25,No,0.14,0
Male,49,1,Employed,39914,2892,336,2,26540,9245,113,Home,12.93,0,3,15,No,0.34,0
Female,61,2,Employed,31684,3149,400,2,14483,6111,178,Home,14.51,0,3,5,Yes,0.14,0
Male,32,3,Unemployed,149896,2293,829,0,2664,39234,82,Home,9.6,1,7,20,Yes,0.8,1
Female,29,0,Employed,64579,1528,401,0,9443,14522,34,Vehicle,10.79,0,5,24,Yes,0.51,0
Female,36,2,Employed,86786,1106,752,1,10569,23230,100,Home,5.12,0,0,24,Yes,0.13,1
Female,44,3,Unemployed,28168,4681,498,1,15806,9454,155,Home,11.21,0,9,10,No,0.53,1
Female,63,1,Employed,56978,1989,389,2,25898,22746,148,Personal,12.12,0,4,17,No,0.14,0
Female,43,3,Employed,44800,2161,373,1,10289,8749,200,Home,13.71,0,7,16,Yes,0.82,0
Male,35,0,Unemployed,119350,4689,718,1,4577,31428,29,Vehicle,6.79,0,5,13,No,0.27,1
Male,38,3,Self-Employed,65433,4457,761,2,29863,20000,45,Home,13.57,1,6,24,Yes,0.27,1
Male,38,2,Employed,143138,1406,789,0,2571,34752,231,Personal,12.81,0,6,22,No,0.55,1
Male,28,2,Self-Employed,50199,4446,545,0,15894,14779,109,Education,4.99,0,8,22,No,0.83,0
Male,51,1,Self-Employed,46147,4527,353,0,10951,10665,121,Vehicle,12.04,0,5,6,Yes,0.5,0
Female,46,3,Employed,143424,1988,747,1,5095,28298,101,Home,13.06,0,0,13,Yes,0.53,1
Female,32,3,Self-Employed,72104,1993,768,2,935,20978,130,Home,9.28,0,2,21,No,0.82,1
Female,31,1,Self-Employed,148214,2373,806,0,14800,33659,167,Vehicle,7.77,0,1,10,Yes,0.68,1
Male,32,3,Employed,60496,1657,448,2,12998,21821,183,Home,4.9,0,3,10,Yes,0.42,1
Male,21,1,Self-Employed,20558,3705,408,1,22412,5833,239,Personal,3.97,0,6,5,Yes,0.1,0
Male,25,1,Unemployed,83712,964,806,2,16955,22317,162,Vehicle,10.87,1,4,20,Yes,0.17,1
Male,27,1,Self-Employed,140512,2148,736,1,12128,35038,146,Education,6.94,0,9,27,No,0.91,1
Female,23,1,Unemployed,51833,4447,433,2,903,11339,43,Home,11.22,1,3,25,Yes,0.06,1
Female,68,0,Employed,20138,3494,446,1,1510,6627,167,Home,14.94,1,4,24,No,0.92,0
Male,26,2,Unemployed,81078,4837,798,1,29452,22096,74,Personal,9.82,0,9,5,No,0.1,1
Male,39,3,Self-Employed,134491,1730,829,2,14886,29160,41,Personal,3.95,0,2,25,Yes,0.71,1
Female,43,3,Self-Employed,85690,1650,728,0,11396,23488,77,Vehicle,10.91,0,4,7,No,0.27,1
Male,45,0,Unemployed,149223,3586,814,2,23296,32170,188,Education,7.97,0,2,12,No,0.91,1
Female,43,3,Unemployed,103762,4005,831,1,26566,30290,23,Education,11.53,0,1,18,No,0.08,1
Male,48,2,Unemployed,106989,3355,749,0,28053,30575,26,Home,10.11,0,7,19,Yes,0.88,0
Male,40,0,Unemployed,30783,2109,484,2,25568,5511,58,Personal,14.71,0,7,10,Yes,0.19,0
Male,33,3,Employed,73688,2350,731,2,27272,20834,171,Personal,13.35,0,4,10,No,0.83,0
Male,36,3,Self-Employed,63568,4698,312,1,9434,5566,172,Education,11.97,0,9,20,No,0.73,0
Male,37,0,Employed,119717,2841,791,0,18345,35482,182,Home,5.52,0,0,17,Yes,0.62,1
Male,32,3,Employed,140508,1202,769,0,29547,37990,204,Vehicle,13.72,0,9,16,Yes,0.6,1
Female,49,0,Self-Employed,149148,2059,765,1,24055,38357,124,Vehicle,8.81,1,8,10,No,0.65,1
Female,48,3,Employed,68161,4147,736,2,27906,20302,30,Personal,7.36,0,2,11,No,0.39,1
Male,55,3,Self-Employed,65177,3638,338,2,11274,6624,52,Home,9.2,0,6,20,Yes,0.66,0
Male,59,1,Employed,24641,1593,566,1,3727,8116,175,Vehicle,6.94,0,2,6,No,0.31,0
Female,33,1,Employed,51674,3062,791,0,15652,20000,158,Personal,7.57,1,5,25,Yes,0.06,1
Female,39,2,Self-Employed,106024,1502,804,0,15654,29645,218,Personal,4.47,0,7,10,Yes,0.41,1
Female,63,2,Self-Employed,66774,4321,511,1,6834,19407,157,Education,3.8,1,1,26,No,0.28,0
Male,26,0,Employed,112916,2927,744,0,1719,27623,157,Home,12.91,0,7,20,No,0.68,0
Male,49,1,Employed,143329,705,722,0,5997,23089,213,Personal,8.83,0,1,23,No,0.37,1
Female,18,2,Employed,63217,964,301,1,9044,19258,167,Vehicle,4.62,1,5,25,No,0.56,0
Male,35,0,Employed,117011,3769,782,2,24927,22909,235,Personal,10.44,0,7,10,Yes,0.38,1
Female,39,1,Employed,83343,1302,821,0,13908,20866,43,Education,14.27,0,0,8,Yes,0.98,1
Male,39,2,Employed,57580,1553,829,2,18933,20000,188,Vehicle,7.75,0,8,9,No,0.58,1
Female,55,3,Unemployed,43703,2604,575,0,4304,11918,190,Personal,7.69,0,7,6,No,0.01,0
